alloy,curve,lmp,stress_mpa,source_file,page,method,extracted_on
Centralloy G 4852,average,27.387128219736578,27.94410598072091,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.410464422331827,27.75378641311216,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.43390105253055,27.56348885920744,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.457437567943245,27.373229383453932,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.48107342618042,27.18302396189531,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.50480808485256,26.992888479820245,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.528641001570172,26.8028387294405,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.552571633943757,26.612890407599384,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.57659943958381,26.423059113510448,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.600723876100833,26.233360346527444,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.624944401105317,26.043809503945823,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.649260472207775,25.854421878836106,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.673671547018692,25.665212657909894,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.698177083148575,25.476196919418623,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.722776538207924,25.287389631085613,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.74746936980723,25.098805648071927,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.772255035557,24.910459710976333,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.797132993067727,24.722366443869728,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.822102699949916,24.53454035236441,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.847163613814065,24.346995821718785,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.87231519227067,24.159747114977495,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.897556892930226,23.9728083711475,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.92288817340324,23.78619360341062,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.948308491300207,23.59991669737229,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.97381730423163,23.413991409347677,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,27.999414069808,23.228431364684585,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.025098245639825,23.04325005612389,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.0508692893376,22.85846084219795,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.076726658511824,22.674076945666535,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.102669810772994,22.4901114519913,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.12869820373161,22.30657730784863,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.154811294998172,22.123487319681022,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.181008542183182,21.940854152287304,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.207289402897132,21.758690327451994,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.233653334750528,21.57700822261376,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.260099795353863,21.39582006957321,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.28662824231764,21.21513795324024,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.31323813325236,21.034973810421004,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.33992892576851,20.855339428644662,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.366700077476608,20.67624644502991,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.393551045987138,20.497706345191443,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.420481288910604,20.31973046218658,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.447490263857503,20.142329975501937,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.474577428438337,19.96551591008019,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.501742240263606,19.78929913538707,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.528984156943807,19.613690364518593,WST_G_4852_161109.pdf,6,vector,2026-09-07
Centralloy G 4852,average,28.556302636089434,19.438700153348663,WST_G_4852_161109.pdf,6,vector,2026-09-07
